# Upstream Sketcher commits since merge base a662fbb2ff, upstream/main bd6be559e8 (2026-09-12).
# kind: subject-regex guess (fix/feature/refactor/noise/?). fwd/rev: git apply --check against SketcherPort at creation.
# status: have(rev)=reverse-applies, have(sync)=predates the per-file baseline of ca04ac80a1, partial(sync), open. n/a(uncompiled)=touches only sources the fork does not compile.
# decision: filled in as picks land -- taken <fork hash> | adapted <fork hash> | have | n/a | superseded | declined <why> | deferred
hash	date	author	kind	fwd	rev	status	lines	decision	subject	files
93abfc4fa4	2026-01-21	PaddleStroke	?	0	0	open	76		Sketch: Forward non-default edit mode to base class.  (#27063)	Gui/CommandAlterGeometry.cpp Gui/CommandConstraints.cpp Gui/CommandSketcherVirtualSpace.cpp Gui/Utils.cpp Gui/ViewProviderSketch.cpp Gui/ViewProviderSketch.h
54d235f8a5	2026-01-09	PaddleStroke	?	0	0	open	86		Sketcher: Show constraint type in the list	Gui/TaskSketcherConstraints.cpp
6a0d59b0c1	2026-01-23	Amon Sha	fix	0	0	open	4		Merge pull request #27077 from amon-sha/fix_sketcher_autoscale_segfault	Gui/DrawSketchHandlerScale.h
c9041132f9	2026-01-23	PaddleStroke	feature	0	0	open	60		Sketcher: add switch between radius and diameter (#26794)	Gui/EditDatumDialog.cpp Gui/EditDatumDialog.h Gui/InsertDatum.ui
7bcaa766de	2026-01-26	PaddleStroke	fix	0	0	open	2		Sketcher: Fix arc angle dragging distance	Gui/ViewProviderSketch.cpp
d3d6459484	2026-01-24	Vassily Checkin	fix	0	0	open	10		Sketcher: fix intermittent crash on sketch exit	Gui/ViewProviderSketch.cpp Gui/ViewProviderSketch.h
a0847c22c7	2026-01-27	PaddleStroke	fix	0	0	open	9		Sketcher: fix logic flaw in ConstraintLineByAngle	Gui/Utils.cpp
00c3422c1f	2026-01-29	PaddleStroke	feature	0	0	open	63		Sketcher: Tooltip when hovering expression driven constraint (#25954)	Gui/ViewProviderSketch.cpp
8a6872e69d	2026-02-03	PaddleStroke	feature	0	0	open	31		Merge pull request #25848 from PaddleStroke/sk_scale_distances	App/SketchObject.cpp App/SketchObject.h Gui/CommandConstraints.cpp Gui/ViewProviderSketch.cpp Gui/ViewProviderSketch.h
41e3cdb9a5	2026-02-04	Tomas Pikalek	feature	0	0	n/a(uncompiled)	13		Sketcher: Reimplement strikethrough of inactive constraint labels	Gui/EditModeConstraintCoinManager.cpp
5f952812c3	2026-02-08	William Skellenger	fix	0	0	open	15		Fix tooltips on mirror checkboxes in sketcher (#27131)	Gui/DrawSketchHandlerSymmetry.h
c4317f88f8	2026-02-04	chris jones @ipatch	fix	0	0	open	6	adapted 3bfb748012	"sketcher: fixes #27281 fix access out of bounds crash with ""remove axes alignment"""	App/SketchObject.cpp
2cd45b07f7	2026-01-22	Yash Suthar	fix	0	0	open	13		Sketcher: Fix snap while drag and fix drag for arc	Gui/ViewProviderSketch.cpp
ecbe21ca03	2026-02-08	Chris Hennes	?	0	0	open	1		Sketcher: Annotate unused parameter	Gui/EditDatumDialog.cpp
ec18d4e250	2026-02-08	Chris Hennes	?	0	0	open	3		Tests/Sketcher: Eliminate unused variables	tests/App/SketchObjectChanges.cpp
076c5916b5	2026-02-08	Chris Hennes	?	0	0	n/a(uncompiled)	95		Sketcher: Remove unneeded parameters from seekConstraintPosition	Gui/EditModeConstraintCoinManager.cpp Gui/EditModeConstraintCoinManager.h
5d81f8ac16	2026-02-13	Loke Strm	fix	0	0	open	221		Sketcher: Fix: Arc of ellipse when first and second X coordinates are the same (#27327)	Gui/DrawSketchHandlerArcOfEllipse.h
885b8cf1de	2026-02-13	PaddleStroke	fix	0	0	open	18	have: fork has ObjEditing and the loop	Sketcher : SketchObject::getHigherElements fix (#27560)	App/SketchObject.cpp
9cbef0c5ce	2026-02-13	theo-vt	?	0	0	open	25		Sketcher.scale: scale constraint with the right index (#27188)	Gui/DrawSketchHandlerScale.h
928b55c6e6	2026-02-15	Louis Gombert	?	0	0	open	4		Replace all uses of FC_TIME_X/FC_DURATION_X	App/SketchObject.cpp
bb5afb911a	2026-02-16	PaddleStroke	fix	0	0	open	36	have: newToOldConstraintMap and the expression restore arrived with the trim/split take d8d462426e	Sketcher: Fix loss of expression on trim (#27505)	App/SketchObject.cpp
bc3c0dc19a	2026-02-17	marbocub	feature	0	0	open	193		Sketcher: Add symmetric constraint option (an element + a symmetry line) (#25525)	Gui/CommandConstraints.cpp
289411f51c	2026-02-15	Louis Gombert	?	0	0	open	3		Move costly boost includes out of core headers	Gui/ViewProviderSketch.cpp Gui/ViewProviderSketch.h
bd07c8a214	2026-02-17	PaddleStroke	fix	0	0	open	1		Sketcher: OVP Fix tab not working when mouse move (#27638)	Gui/DrawSketchKeyboardManager.cpp
be6af47f29	2026-02-18	PaddleStroke	feature	0	0	open	17		Sketcher: Offset: add checkbox tooltips (#26114)	Gui/DrawSketchHandlerOffset.h
ca9e1ecdf3	2026-02-22		noise	0	0	open	704	partial 88c9baa853: App/Analyse.h App/ExternalGeometryExtension.h App/ExternalGeometryFacade.h App/GeoList.h App/GeometryFacade.h App/Measure.h App/PreCompiled.h App/PropertyConstraintList.h App/PythonConverter.h App/SketchAnalysis.h App/SketchGeometryExtension.h App/SketchOb	All: Header Guards -> Pragma Once (#27154)	App/Analyse.h App/Constraint.h App/ExternalGeometryExtension.h App/ExternalGeometryFacade.h App/GeoEnum.h App/GeoList.h App/GeometryFacade.h App/Measure.h App/PreCompiled.h App/PropertyConstraintList.h App/PythonConverter.h App/Sketch.h App/SketchAnalysis.h App/SketchGeometryExtension.h App/SketchOb
92894ea3a8	2026-02-23	theo-vt	?	0	0	open	249	taken 88c9baa853	Sketcher: Evaluate driven constraints rather than solving them (#26632)	App/planegcs/Constraints.cpp App/planegcs/Constraints.h App/planegcs/GCS.cpp App/planegcs/GCS.h
0b44a3f6c8	2026-01-16	Louis Gombert	?	0	0	open	4	taken 88c9baa853	Sketcher: Optimize eliminateNonZerosOverPivotInUpperTriangularMatrix for sparse matrices	App/planegcs/GCS.cpp
e89d849bb7	2026-02-23		fix	0	0	open	3	n/a: fork's PreCompiled.h keeps the _PreComp_ switch	[ Sketcher ]: Fix Windows Include (#27829)	App/PreCompiled.h
34ae16cd01	2026-02-23	theo-vt	fix	0	0	open	29	taken 88c9baa853	Sketcher: fix evaluation of driven diameter constraint	App/Sketch.cpp App/planegcs/Constraints.cpp
8caa218950	2025-03-10	wmayer	fix	1	0	open	13		Sketcher: Handle exception in DrawSketchHandlerOffset::drawOffsetPreview	Gui/DrawSketchHandlerOffset.h
be1ec84709	2025-10-06	Florian Foinant-Willig	?	0	0	open	240	partial 88c9baa853: Gui/CommandConstraints.cpp	Sketcher: extend Perpendicular constraint to point point line	App/ConstraintPyImp.cpp App/Sketch.cpp App/Sketch.h App/planegcs/Constraints.cpp App/planegcs/Constraints.h App/planegcs/GCS.cpp App/planegcs/GCS.h Gui/CommandConstraints.cpp
949c5421cf	2026-03-06	PaddleStroke	refactor	0	0	open	176		Sketcher: refactor removeAxesAlignment (#27451)	App/SketchObject.cpp
83d14b785e	2026-03-06	PaddleStroke	fix	0	0	open	134	have: the fork refs path never had the refs.empty() bug, delExternal refuses the axes (-1/-2) at entry, restoreFinished re-inits them; onDelete already deletes externals in one call (probed: delete all, re-add)	Sketcher: Fix crash on external deletion (#27717)	App/SketchObject.cpp App/SketchObject.h App/SketchObject.pyi App/SketchObjectPyImp.cpp Gui/ViewProviderSketch.cpp
87651cdd4c	2026-02-28	Yurii Sokolovskyi	fix	0	0	open	1		Autoconstraints redundancy error message fix	Gui/DrawSketchDefaultHandler.h
d2b84db105	2025-03-28	Andrea	refactor	0	0	open	142	partial 88c9baa853: App/AppSketcherPy.cpp App/GeometryFacade.cpp Gui/AppSketcherGui.cpp Gui/Command.cpp Gui/DrawSketchHandler.cpp Gui/EditModeInformationOverlayCoinConverter.cpp Gui/TaskSketcherCreateCommands.cpp Gui/ViewProviderSketch.cpp InitGui.py Profiles.py SketcherTests/TestSketchFil	Sketcher: Cleanup commented-out code	App/AppSketcherPy.cpp App/GeometryFacade.cpp App/Sketch.cpp CMakeLists.txt Gui/AppSketcherGui.cpp Gui/Command.cpp Gui/DrawSketchHandler.cpp Gui/EditModeInformationOverlayCoinConverter.cpp Gui/TaskSketcherCreateCommands.cpp Gui/ViewProviderSketch.cpp InitGui.py Profiles.py SketcherTests/TestSketchFil
36dd4b983c	2026-03-07	PaddleStroke	feature	1	0	open	29		Sketcher: Dimension tool: Filter coincident points (#27630)	Gui/CommandConstraints.cpp
f36aeef878	2026-02-27	theo-vt	?	0	0	open	209	taken 88c9baa853	Sketcher.planegcs: don't check for constraint update in solve routine	App/planegcs/Constraints.cpp App/planegcs/Constraints.h
fdf0013dcb	2025-06-17	paddle	feature	0	0	open	4230	partial 88c9baa853: App/SketchObject.cpp App/SketchObject.h App/SketchObjectPyImp.cpp Gui/CommandAlterGeometry.cpp Gui/CommandConstraints.cpp Gui/CommandConstraints.h Gui/CommandCreateGeo.cpp	Sketcher: Text tool	App/Constraint.cpp App/Constraint.h App/ConstraintPyImp.cpp App/Sketch.cpp App/Sketch.h App/SketchObject.cpp App/SketchObject.h App/SketchObject.pyi App/SketchObjectPyImp.cpp Gui/CMakeLists.txt Gui/CommandAlterGeometry.cpp Gui/CommandConstraints.cpp Gui/CommandConstraints.h Gui/CommandCreateGeo.cpp 
fed11359d9	2026-01-09	PaddleStroke	feature	0	0	open	14		Update SketcherToolDefaultWidget.h	Gui/SketcherToolDefaultWidget.h
320bd61156	2026-02-09	paddle	feature	0	0	open	1978	partial 88c9baa853: App/SketchObject.cpp App/SketchObject.h App/SketchObjectPyImp.cpp Gui/CommandConstraints.cpp Gui/CommandConstraints.h Gui/ConstraintFilters.h Gui/DrawSketchHandlerText.h Gui/EditModeConstraintC	Sketcher: Text tool - review changes	App/CMakeLists.txt App/Constraint.cpp App/Constraint.h App/ConstraintPyImp.cpp App/Sketch.cpp App/Sketch.h App/SketchObject.cpp App/SketchObject.h App/SketchObjectPyImp.cpp Gui/CommandConstraints.cpp Gui/CommandConstraints.h Gui/ConstraintFilters.h Gui/DrawSketchHandlerText.h Gui/EditModeConstraintC
d842e4151c	2026-02-13	paddle	fix	0	0	open	175	partial 88c9baa853: App/SketchObject.cpp App/SketchObject.h App/SketchObjectPyImp.cpp Gui/ConstraintFilters.h Gui/DrawSketchHandlerText.h Gui/EditTextDialog.cpp Gui/TaskSketcherConstraints.cpp Gui/TaskSketcherConstraints.h Gui/Utils.cpp Gui/ViewProviderSketch.cp	Sketcher: Text: Fixes	App/Sketch.cpp App/SketchObject.cpp App/SketchObject.h App/SketchObject.pyi App/SketchObjectPyImp.cpp Gui/ConstraintFilters.h Gui/DrawSketchHandlerText.h Gui/EditTextDialog.cpp Gui/EditTextDialog.ui Gui/TaskSketcherConstraints.cpp Gui/TaskSketcherConstraints.h Gui/Utils.cpp Gui/ViewProviderSketch.cp
e7e5e39e7b	2026-03-02	PaddleStroke	?	0	0	open	2		Sketcher: Change default text to Text	Gui/DrawSketchHandlerText.h
ca4660167e	2026-03-08	Benjamin Nauck	feature	0	0	open	3		Sketcher: Add .ttc (TrueType Collection) to font file discovery	Gui/Utils.cpp
cd5876dc54	2026-03-09	Benjamin Nauck	?	0	0	open	7		Sketcher: Escape text and font path in EditTextDialog	Gui/EditTextDialog.cpp
0ea238f90c	2026-03-09	Benjamin Nauck	fix	0	0	open	1		Sketcher: Fix dangling command context on double-click text edit	Gui/ViewProviderSketch.cpp
a06be5de68	2026-03-09	Benjamin Nauck	fix	0	0	n/a(uncompiled)	1		Sketcher: Fix void bounding box fall-through in constraint visualization	Gui/EditModeConstraintCoinManager.cpp
451072f0d7	2026-03-11	PaddleStroke	fix	1	0	open	38		Sketcher : arc with symmetric + 2 coincidence fix (#28120)	Gui/DrawSketchHandlerArc.h
76a84f63ab	2026-03-10	PaddleStroke	feature	1	0	open	20		Sketcher: Dimension tool: don't update distance type based on position for horizontal/vert	Gui/CommandConstraints.cpp
51b37da53e	2025-02-14	wmayer	fix	0	0	open	33	partial 88c9baa853: App/SketchObject.cpp	Sketch: Fix crash when moving sketch with hidden constraints	App/Sketch.cpp App/Sketch.h App/SketchObject.cpp
baa47bd606	2025-03-19	wmayer	refactor	0	0	open	500		Sketch: Refactor SketchObject::getPoint	App/AppSketcher.cpp App/CMakeLists.txt App/SketchGeometry.cpp App/SketchGeometry.h App/SketchObject.cpp App/SketchObject.h
7d39a9d59a	2026-03-12	pjcreath	refactor	0	0	open	7654		Sketch: [1/5] Move code from SketchObject.cpp to SketchObjectOperations.cpp.	App/SketchObject.cpp App/SketchObjectOperations.cpp
e1815f10ff	2026-03-12	pjcreath	refactor	0	0	open	6176		Sketch: [2/5] Move code from SketchObject.cpp to SketchObjectConstraints.cpp.	App/SketchObject.cpp App/SketchObjectConstraints.cpp
eda87a7efe	2026-03-12	pjcreath	refactor	0	0	open	3708		Sketch: [3/5] Move code from SketchObject.cpp to SketchObjectGeometry.cpp.	App/SketchObject.cpp App/SketchObjectGeometry.cpp
8efe9964e7	2026-03-12	pjcreath	refactor	0	0	open	6150		Sketch: [4/5] Move code from SketchObject.cpp to SketchObjectExternal.cpp.	App/SketchObject.cpp App/SketchObjectExternal.cpp
79aca8950f	2026-03-12	pjcreath	fix	0	0	open	377		Sketch: [5/5] Fix up files after splitting SketchObject.cpp	App/CMakeLists.txt App/SketchObject.cpp App/SketchObjectConstraints.cpp App/SketchObjectExternal.cpp App/SketchObjectGeometry.cpp App/SketchObjectOperations.cpp
0819d776d7	2026-03-12	pre-commit-ci[bot]	noise	0	0	open	12	taken 88c9baa853	[pre-commit.ci] auto fixes from pre-commit.com hooks	App/Sketch.cpp App/Sketch.h
f4665aa7b5	2026-02-01	theo-vt	feature	0	0	open	1222		Core: support multiple active transactions	Gui/Command.cpp Gui/CommandConstraints.cpp Gui/CommandConstraints.h Gui/CommandSketcherBSpline.cpp Gui/CommandSketcherTools.cpp Gui/CommandSketcherVirtualSpace.cpp Gui/DrawSketchController.h Gui/DrawSketchDefaultHandler.h Gui/DrawSketchDefaultWidgetController.h Gui/DrawSketchHandler.cpp Gui/DrawSket
7db3f901fd	2026-02-12	theo-vt	fix	0	0	open	2		Fix diapearing sketcher tools	Gui/ViewProviderSketch.cpp
3c8a254356	2025-12-10	theo-vt	?	0	0	open	514	taken 0f5a36bfc8	Sketcher: Make point-line distance signed	App/Constraint.cpp App/Constraint.h App/Sketch.cpp App/Sketch.h App/SketchObject.cpp App/SketchObject.h App/SketchObjectConstraints.cpp App/planegcs/Constraints.cpp App/planegcs/Constraints.h App/planegcs/GCS.cpp App/planegcs/GCS.h SketcherTests/TestSketcherSolver.py
7771ecf6f3	2026-02-25	theo-vt	noise	0	0	open	4		Spelling	App/SketchObjectConstraints.cpp
a8724645b6	2026-03-16	pre-commit-ci[bot]	noise	0	0	open	2		[pre-commit.ci] auto fixes from pre-commit.com hooks	App/SketchObjectConstraints.cpp
9abe7b4af1	2026-03-16	Loke Strm	fix	0	0	open	338		Sketcher: Fix: Arc of Hyperbola (#27656)	Gui/DrawSketchHandlerArcOfHyperbola.h
dcb380e1ca	2026-03-16	PaddleStroke	fix	0	0	open	2		Sketcher: Text position OVP fix	Gui/DrawSketchHandlerText.h
0cb8f7e240	2026-03-16	Chris Hennes	feature	0	0	open	30	n/a: upstream _ExternalGeoVersion compat path, removed again by 652b25811d; the fork gates with _Version	Sketcher: Add backwards-compat path for external geo	App/SketchObject.cpp App/SketchObject.h App/SketchObjectExternal.cpp
f733ad7be4	2026-03-20	PaddleStroke	fix	0	0	open	22		Sketcher: Text fix OVP disappearing on second attempt (#28311)	Gui/DrawSketchHandlerText.h
0b1187b2cd	2026-03-20	PaddleStroke	?	0	0	open	111		Sketcher: Double click also select external (#28105)	Gui/ViewProviderSketch.cpp Gui/ViewProviderSketch.h
2d5d8ab86c	2026-03-20	PaddleStroke	refactor	0	0	open	9		Sketcher: Double click geometric constraint trigger rename. (#27678)	Gui/TaskSketcherConstraints.cpp
7432ce131f	2026-03-04	Bojan	?	0	0	open	4		Sketcher: skip non-toggleable geometry in ToggleConstruction	Gui/CommandAlterGeometry.cpp
da3aa42244	2026-03-21	PaddleStroke	?	0	0	open	40	partial 88c9baa853: Gui/DrawSketchHandlerText.h Gui/EditTextDialog.cpp Gui/EditTextDialog.h	Sketcher: Text: store only font name. (#28418)	App/Constraint.cpp Gui/DrawSketchHandlerText.h Gui/EditTextDialog.cpp Gui/EditTextDialog.h
9189abe69b	2026-03-23	wiljam144	feature	0	0	open	11		"Sketcher: Change default value for ""Scale upon first constraint"" from ""Always"" to ""When no scale feature is visible"" (#27955)"	Gui/EditDatumDialog.cpp Gui/SketcherSettings.cpp Gui/SketcherSettings.ui
8ff4736a05	2026-03-19	andershol	fix	0	0	open	91	deferred: gtest half of the angle cluster (62c222c211, 8b06bca68a), phase 3	Refactor test to avoid reverseAngleConstraintExpression and setConstraintExpression	tests/App/SketchObject.cpp
857a428590	2026-03-19	andershol	refactor	0	0	open	25		Simplify constraint expression methods	App/SketchObjectConstraints.cpp
8b06bca68a	2026-03-19	andershol	?	0	0	open	117		Sketcher: Create supplementary angle expression using AST, instead of string	App/SketchObject.h App/SketchObjectConstraints.cpp tests/App/SketchObject.cpp
de3de7624a	2026-03-25	xxorza	feature	0	0	open	7		Sketcher: enable two-sided lighting for internal faces	Gui/ViewProviderSketch.cpp
bf009d41e4	2026-03-25	xxorza	fix	0	0	open	3		Sketcher: fix multi-selection highlighting for internal faces	Gui/ViewProviderSketch.cpp
3d0aaeb616	2026-03-26	Syres916	fix	0	0	open	1		[Sketcher] Fix missing checkbox preference on loadsettings	Gui/SketcherSettings.cpp
24ab301685	2026-03-28	ilya	fix	0	0	open	515	declined WireJoiner kept, fixed in aa31511fbd	Sketcher: fix internal face generation for complex overlapping geometry (#28648)	App/SketchObject.cpp CMakeLists.txt SketcherTests/TestSketchInternalFaces.py TestSketcherApp.py
926e93c314	2026-03-28	PaddleStroke	?	0	0	open	668		Sketcher: Copy paste of groups (#28728)	App/PythonConverter.cpp App/SketchObject.cpp App/SketchObject.h Gui/CommandSketcherTools.cpp
03bc80c060	2026-03-28	Max Wilfinger	feature	0	0	open	46		Sketcher: Add grid transparency preference	Gui/SketcherSettings.cpp Gui/SketcherSettingsGrid.ui Gui/ViewProviderSketch.cpp
be1d53cf5f	2026-03-28	Max Wilfinger	feature	0	0	open	5		Sketcher: Change Make Internals default for new sketches	App/SketchObject.cpp Gui/SketcherSettings.ui
a357868691	2026-03-28	Max Wilfinger	feature	0	0	open	14		Sketcher: Change Grid defaults for new sketches	Gui/SketcherSettings.cpp Gui/SketcherSettingsGrid.ui Gui/ViewProviderSketch.cpp
28f5e823d3	2026-03-30	PaddleStroke	feature	0	0	open	322	taken 280d8c993f: addSymmetric replaced by upstream tip; 6 gtests enabled	Sketcher: Symmetric: Improve 'add symmetric constraints' option (#28118)	App/SketchObjectOperations.cpp tests/App/CMakeLists.txt tests/App/SketchObjectSymmetric.cpp
5d50832734	2026-03-13	Parag Debnath	?	0	0	open	4		Sketcher:Create symmtery constrint is checked by default	Gui/DrawSketchHandlerSymmetry.h
e4b2aa2d9c	2026-03-30	pre-commit-ci[bot]	noise	0	0	open	425	partial 88c9baa853: App/GeoList.cpp App/PythonConverter.cpp App/SketchObjectConstraints.cpp App/SketchObjectOperations.cpp App/SketchObjectPyImp.cpp Gui/DrawSketchDefaultHandler.h Gui/DrawSketchHandlerArcOfEllipse.h Gui/DrawSketchHandlerArcOfHyperbola.h Gui/Draw	[pre-commit.ci] auto fixes from pre-commit.com hooks	App/ConstraintPyImp.cpp App/GeoList.cpp App/PythonConverter.cpp App/Sketch.cpp App/SketchObjectConstraints.cpp App/SketchObjectOperations.cpp App/SketchObjectPyImp.cpp App/planegcs/Geo.h Gui/DrawSketchDefaultHandler.h Gui/DrawSketchHandlerArcOfEllipse.h Gui/DrawSketchHandlerArcOfHyperbola.h Gui/Draw
c13ea2fa6d	2026-03-30	Roy-043	noise	0	0	open	2		Sketcher: fix Group Constraint menu text typo	Gui/CommandConstraints.cpp
f432d1c6a7	2026-04-02	theo-vt	refactor	0	0	open	67	partial 88c9baa853: App/SketchObjectConstraints.cpp SketcherTests/TestSketcherSolver.py	Sketcher: Compute and use orientation for line-circle tangent	App/Sketch.cpp App/Sketch.h App/SketchObjectConstraints.cpp App/planegcs/Constraints.cpp App/planegcs/GCS.cpp App/planegcs/GCS.h SketcherTests/TestSketcherSolver.py
5a6be36bc3	2026-04-02	theo-vt	fix	0	0	open	116	partial 88c9baa853: App/SketchObject.h App/SketchObjectConstraints.cpp SketcherTests/TestSketcherSolver.py	Sketcher: Handle arcs for constraints orientation	App/SketchObject.h App/SketchObjectConstraints.cpp App/planegcs/Constraints.cpp SketcherTests/TestSketcherSolver.py
6321ac28a3	2026-04-03	PaddleStroke	refactor	0	0	open	46		Sketcher : moveConstraint don't use solved sketch to get geometries and points (#28294)	Gui/ViewProviderSketch.cpp
aab4bf329a	2026-03-28	Gregg Jaskiewicz	fix	1	0	open	2		Sketcher: Fix TextNodePosition enum to match addChild() order	Gui/EditModeInformationOverlayCoinConverter.h
00f547d67c	2026-03-28	Gregg Jaskiewicz	fix	0	0	open	4		Gui: Fix use-after-free in QTimer lambdas capturing this	Gui/TaskSketcherConstraints.cpp Gui/TaskSketcherElements.cpp
2deee96cab	2026-04-04	Bojan	fix	0	0	open	2		Sketcher: fix inverted null check in purgeHandler leaving selection enabled	Gui/ViewProviderSketch.cpp
0939408c21	2026-04-13	ilya	fix	0	0	open	268	adapted aa31511fbd	Sketcher: fix internal faces for self-intersecting BSplines and dangling edges (#28964)	SketcherTests/TestSketchInternalFaces.py
d0b98703c0	2026-02-13	wwmayer	fix	0	0	open	7	adapted ae323bf5a9: y averaged before the back-rotation; upstream's flattens tilted lines	Sketcher: Fix workaround of PR 19700	App/SketchObjectExternal.cpp
652b25811d	2026-04-12	Chris Hennes	?	0	0	open	30	n/a: removes upstream _ExternalGeoVersion, which the fork never had (its gate is _Version, e3a8d113d7)	Sketcher: remove obsolete backwards compat hack	App/SketchObject.cpp App/SketchObject.h App/SketchObjectExternal.cpp
29771d4a0a	2026-04-14	Joao Matos	fix	0	0	open	221		Sketcher: add rectangle OVP Enter regression test	CMakeLists.txt InitGui.py SketcherTests/TestOnViewParameterGui.py TestSketcherApp.py TestSketcherGui.py
e228ab8616	2026-04-14	Joao Matos	feature	0	0	open	15		Gui: split OVP accept from live value changes	Gui/DrawSketchController.h
36786d4794	2026-04-14	theo-vt	?	0	0	open	21		Sketcher: Reduce superfluous solves (#28652)	Gui/CommandConstraints.cpp Gui/ViewProviderSketch.cpp
9493b86f53	2026-03-17	Chris Hennes	fix	0	0	open	4	taken 88c9baa853	Sketcher: Fix signess in comparsion	App/Constraint.cpp
64bc717c82	2026-03-17	Chris Hennes	refactor	0	0	open	4	partial 88c9baa853: App/SketchObjectPyImp.cpp	Sketcher: Remove unused arguments	App/SketchObjectPyImp.cpp App/planegcs/GCS.cpp
0e40c68822	2026-03-17	Chris Hennes	refactor	0	0	n/a(uncompiled)	5		Sketcher: Remove unused variable	Gui/EditModeInformationOverlayCoinConverter.cpp
918547f876	2026-04-05	Bojan	?	0	0	open	11		Sketcher: skip autoscale when dimension value yields invalid scale factor	Gui/EditDatumDialog.cpp
189d86ee53	2026-04-21	PaddleStroke	feature	0	0	open	765		Sketcher: Add cancel tool (#29337)	Gui/Command.cpp Gui/Resources/Sketcher.qrc Gui/Resources/icons/general/Sketcher_CancelSketch.svg Gui/Resources/icons/general/Sketcher_LeaveSketch.svg Gui/TaskDlgEditSketch.cpp Gui/TaskDlgEditSketch.h Gui/ViewProviderSketch.cpp Gui/ViewProviderSketch.h Gui/Workbench.cpp
9d5e68b184	2026-04-21	Roy-043	?	0	0	open	2		Sketcher: change 'Change Value' to 'Edit Value' in task panel	Gui/TaskSketcherConstraints.cpp
67b3f4e143	2026-04-22	PaddleStroke	feature	0	0	open	10		Merge pull request #29568 from PaddleStroke/patch-263157	Gui/Command.cpp Gui/Workbench.cpp
3d87975faf	2026-04-23	Turan Furkan Topak	?	0	0	open	125		Sketcher: Better Distance/X/Y Placement (#29538)	Gui/CommandConstraints.cpp Gui/ViewProviderSketch.h
a5bf17b144	2026-04-24	Olaf ogin	?	0	0	open	15		Core: Box selection filter and cursor improvement (#28982)	Gui/ViewProviderSketch.cpp
00228821d0	2026-04-12	Celeste Wouters	fix	0	0	open	58		Sketcher: make line type settings visible on dark theme, fix #29305	Gui/SketcherSettings.cpp
b4de78d3d7	2026-04-16	Celeste Wouters	?	0	0	open	12		Sketcher: make line type settings DPI-aware	Gui/SketcherSettings.cpp
ab9188a5dc	2026-04-16	Celeste Wouters	refactor	0	0	open	205		Sketcher: properly use theme colors in line type settings	Gui/SketcherSettings.cpp Gui/SketcherSettings.h
94c486184c	2026-04-26	Ladislav Michl	fix	0	0	open	2		Sketcher: fix initialization order	Gui/ViewProviderSketch.cpp
d9910ce9bc	2026-04-27	PaddleStroke	fix	0	0	open	318	adapted 9ffed788d9	Sketcher: Fix PythonConverter cropping precision (#29211)	App/PythonConverter.cpp
b2c51665a2	2026-04-29	Rehan Ahmed	refactor	0	0	open	2		Convert Qt Dialog titles to title case	Gui/Command.cpp
ebd770e025	2026-05-01	Alfredo Monclus	fix	0	0	open	110		Merge pull request #29477 from alfrix/fix_ovp_4	Gui/DrawSketchKeyboardManager.cpp Gui/DrawSketchKeyboardManager.h
a2468774d3	2026-05-03	ilya	?	0	0	open	2		Gui: prioritize annotation picks over shape picks at same location (#29253)	Gui/ViewProviderSketch.cpp
d34081b9fe	2026-04-19	Mitsunori YOSHIDA	fix	0	0	open	320		Sketcher: Fix and extend the Merge Sketches command	Gui/Command.cpp
08cacbbc27	2026-05-05	luzpaz	noise	0	0	n/a(uncompiled)	2		Fix a variety of typos throughout the codebase (#29759)	Gui/EditModeConstraintCoinManager.cpp
a8296de674	2026-04-11	Lokestrom	feature	0	0	open	1024		Added OVP for arc of hyperbola	Gui/DrawSketchDefaultHandler.h Gui/DrawSketchHandlerArcOfHyperbola.h
9c62c19255	2026-04-12	Lokestrom	fix	0	0	open	1072		Added OVP for arc of ellipse, and small fix for hyperbola	Gui/DrawSketchDefaultHandler.h Gui/DrawSketchHandlerArcOfEllipse.h Gui/DrawSketchHandlerArcOfHyperbola.h
5dc9e0e0d5	2026-04-12	Lokestrom	fix	0	0	open	922		Added OVP for arc of parabola. And fixed minor issues in the others.	Gui/DrawSketchDefaultHandler.h Gui/DrawSketchHandlerArcOfEllipse.h Gui/DrawSketchHandlerArcOfHyperbola.h Gui/DrawSketchHandlerArcOfParabola.h
535074842b	2026-04-12	pre-commit-ci[bot]	noise	0	0	open	9		[pre-commit.ci] auto fixes from pre-commit.com hooks	Gui/DrawSketchDefaultHandler.h Gui/DrawSketchHandlerArcOfEllipse.h Gui/DrawSketchHandlerArcOfHyperbola.h
870877ab2c	2026-04-13	Lokestrom	fix	0	0	open	13		Fixed toolWidgetManager values.	Gui/DrawSketchHandlerArcOfEllipse.h Gui/DrawSketchHandlerArcOfHyperbola.h
fa3d63d7d4	2026-04-14	Lokestrom	fix	0	0	open	8		Fixed unused variables.	Gui/DrawSketchHandlerArcOfEllipse.h Gui/DrawSketchHandlerArcOfHyperbola.h Gui/DrawSketchHandlerArcOfParabola.h
6fa9125919	2026-05-08	PaddleStroke	feature	0	0	open	38		PartDesign: pattern tool: Add OVP to control the overrides. (#23997)	Gui/DrawSketchController.h
30912c1d4e	2026-05-05	Louis Gombert	?	0	0	open	4		Remove gtest as submodule, always find it externally	tests/CMakeLists.txt
