# Upstream commits since a662fbb2ff touching src/Mod/PartDesign tests/src/Mod/PartDesign src/Gui/Inventor/Draggers src/Mod/Part/App/GizmoHelper, tip 3383e9119f.
# kind: subject-regex guess (fix/feature/refactor/noise/?). family: gizmo = touches the gizmo sources or says gizmo/dragger.
# fwd/rev: git apply --check against the branch at creation. status: have(rev)=reverse-applies, open.
# decision: taken <fork hash> | adapted <fork hash> | have | n/a | superseded | declined <why> | deferred
hash	date	author	kind	family	fwd	rev	status	lines	decision	subject	files
c1b40e3dfc	2026-01-10	Louis Gombert	?		0	0	open	4		PartDesign: remove preview update on property changed (#26803)	App/FeatureBoolean.cpp
800990bacd	2026-01-10	Kacper Donat	feature		0	0	open	9		Part: Introduce PreviewUpdateScheduler	Gui/ViewProvider.cpp
4fae2b83f8	2026-01-06	Kacper Donat	?		0	0	open	43		PartDesign: Apply pattern transform in Feature not VP	App/FeatureTransformed.cpp Gui/ViewProviderTransformed.cpp
47bd6ac99e	2026-01-12	Kacper Donat	feature		0	0	open	2		PartDesign: Recompute preview only if enabled (#26805)	Gui/ViewProvider.cpp
168cebd41f	2026-01-13	PaddleStroke	fix		0	0	open	34	deferred (Needs upstream a346c266e7)	PartDesign: Extrude: Fix upToShape document not recomputing correctly (#26696)	App/FeatureExtrude.cpp App/FeatureExtrude.h
bb48de8265	2026-01-13	tetektoza	fix		0	0	open	1	superseded (Fork's TaperInnerAngle/AutoTaperInnerAngle design replaces it)	Part: Fix Part_Extrude taper angle regression for internal faces (#26781)	App/FeatureExtrude.cpp
443b71d96e	2026-01-19	PaddleStroke	refactor		0	0	open	5		PartDesign: enable LCS in 'Move after feature'	Gui/CommandBody.cpp
17ac7dab3d	2026-01-18	PaddleStroke	feature		0	0	open	4		PartDesign: allow makeShellFromUpToFace to update extrusion direction	App/FeatureExtrude.cpp App/FeatureExtrude.h
62cbaf7336	2026-01-22	paddle	fix		0	0	open	6	deferred (getActivePart (Utils.cpp:301) and CommandBody.cpp:67/72 need an ASSEMBLYKEY f...)	Assembly: Fix "deactivated by activating a App::Part, assembly stay in edit" Fix "Activating a body in a part in an assembly deactivates the assembly and activate the part" Fix "A manually deactivated assembly is still restoring later"	Gui/Utils.cpp
6aee8b81c9	2026-01-25	Captain	feature	gizmo	0	0	open	164	adapted a56e0777da	PartDesign: Added interactive gizmo for draft operation (#27111)	src/Gui/Inventor/Draggers/Gizmo.cpp src/Gui/Inventor/Draggers/Gizmo.h src/Gui/Inventor/Draggers/SoRotationDragger.cpp App/FeatureDraft.cpp App/FeatureDraft.h Gui/TaskDraftParameters.cpp Gui/TaskDraftParameters.h
70b9305f2e	2026-01-23	Alfredo Monclus	refactor		0	0	open	18		PD: hole use a compound instead of a fuse for threads	App/FeatureHole.cpp
603fc4b341	2026-01-28	Alfredo Monclus	?		0	0	open	14		PD: hole speficify the tolerance in the boolean op	App/FeatureHole.cpp
928e5e0fbb	2026-01-28	Alfredo Monclus	?		0	0	open	48		PD: preview substractive feature check for removed volume	App/FeatureAddSub.cpp
2c25b65b92	2025-11-23	Leandro Heck	noise		0	0	open	6		Fix warning of widgets with the same name.	Gui/TaskPadPocketParameters.ui
8af563804c	2026-02-07		?		0	0	open	529		SPDX [ 49 ][ Src / Mod / PartDesign ] (#26715)	App/AppPartDesign.cpp App/AppPartDesignPy.cpp App/Body.cpp App/Body.h App/BodyPyImp.cpp App/CMakeLists.txt App/DatumCS.cpp App/DatumCS.h App/DatumLine.cpp App/DatumLine.h App/DatumPlane.cpp App/DatumPlane.h App/DatumPoint.cpp App/DatumPoint.h App/Feature.cpp App/Feature.h App/FeatureAddSub.cpp App/FeatureAddSub.h App/FeatureBase.cpp App/FeatureBase.h App/FeatureBoolean.cpp App/FeatureBoolean.h App/FeatureChamfer.cpp App/FeatureChamfer.h App/FeatureDraft.cpp App/FeatureDraft.h App/FeatureDressUp.cpp App/FeatureDressUp.h App/FeatureExtrude.cpp App/FeatureExtrude.h App/FeatureFillet.cpp App/FeatureFillet.h App/FeatureGroove.cpp App/FeatureGroove.h App/FeatureHelix.cpp App/FeatureHelix.h App/FeatureHole.cpp App/FeatureHole.h App/FeatureLinearPattern.cpp App/FeatureLinearPattern.h App/FeatureLoft.cpp App/FeatureLoft.h App/FeatureMirrored.cpp App/FeatureMirrored.h App/FeatureMultiTransform.cpp App/FeatureMultiTransform.h App/FeaturePad.cpp App/FeaturePad.h App/FeaturePipe.cpp App/FeaturePipe.h App/FeaturePocket.cpp App/FeaturePocket.h App/FeaturePolarPattern.cpp App/FeaturePolarPattern.h App/FeaturePrimitive.cpp App/FeaturePrimitive.h App/FeaturePyImp.cpp App/FeatureRevolution.cpp App/FeatureRevolution.h App/FeatureScaled.cpp App/FeatureScaled.h App/FeatureSketchBased.cpp App/FeatureSketchBased.h App/FeatureSolid.cpp App/FeatureSolid.h App/FeatureThickness.cpp App/FeatureThickness.h App/FeatureTransformed.cpp App/FeatureTransformed.h App/Measure.cpp App/Measure.h App/PreCompiled.h App/ShapeBinder.cpp App/ShapeBinder.h CMakeLists.txt Gui/AppPartDesignGui.cpp Gui/CMakeLists.txt Gui/Command.cpp Gui/CommandBody.cpp Gui/CommandPrimitive.cpp Gui/DlgActiveBody.cpp Gui/DlgActiveBody.h Gui/EnumFlags.h Gui/PreCompiled.h Gui/ReferenceSelection.cpp Gui/ReferenceSelection.h Gui/Resources/UpdateResources.bat Gui/SketchWorkflow.cpp Gui/SketchWorkflow.h Gui/TaskBooleanParameters.cpp Gui/TaskBooleanParameters.h Gui/TaskChamferParameters.cpp Gui/TaskChamferParameters.h Gui/TaskDatumParameters.cpp Gui/TaskDatumParameters.h Gui/TaskDraftParameters.cpp Gui/TaskDraftParameters.h Gui/TaskDressUpParameters.cpp Gui/TaskDressUpParameters.h Gui/TaskExtrudeParameters.cpp Gui/TaskExtrudeParameters.h Gui/TaskFeatureParameters.cpp Gui/TaskFeatureParameters.h Gui/TaskFeaturePick.cpp Gui/TaskFeaturePick.h Gui/TaskFilletParameters.cpp Gui/TaskFilletParameters.h Gui/TaskHelixParameters.cpp Gui/TaskHelixParameters.h Gui/TaskHoleParameters.cpp Gui/TaskHoleParameters.h Gui/TaskLoftParameters.cpp Gui/TaskLoftParameters.h Gui/TaskMirroredParameters.cpp Gui/TaskMirroredParameters.h Gui/TaskMultiTransformParameters.cpp Gui/TaskMultiTransformParameters.h Gui/TaskPadParameters.cpp Gui/TaskPadParameters.h Gui/TaskPatternParameters.cpp Gui/TaskPatternParameters.h Gui/TaskPipeParameters.cpp Gui/TaskPipeParameters.h Gui/TaskPocketParameters.cpp Gui/TaskPocketParameters.h Gui/TaskPrimitiveParameters.cpp Gui/TaskPrimitiveParameters.h Gui/TaskRevolutionParameters.cpp Gui/TaskRevolutionParameters.h Gui/TaskScaledParameters.cpp Gui/TaskScaledParameters.h Gui/TaskShapeBinder.cpp Gui/TaskShapeBinder.h Gui/TaskSketchBasedParameters.cpp Gui/TaskSketchBasedParameters.h Gui/TaskThicknessParameters.cpp Gui/TaskThicknessParameters.h Gui/TaskTransformedMessages.cpp Gui/TaskTransformedMessages.h Gui/TaskTransformedParameters.cpp Gui/TaskTransformedParameters.h Gui/Utils.cpp Gui/Utils.h Gui/ViewProvider.cpp Gui/ViewProvider.h Gui/ViewProviderBase.cpp Gui/ViewProviderBase.h Gui/ViewProviderBody.cpp Gui/ViewProviderBody.h Gui/ViewProviderBoolean.cpp Gui/ViewProviderBoolean.h Gui/ViewProviderChamfer.cpp Gui/ViewProviderChamfer.h Gui/ViewProviderDatum.cpp Gui/ViewProviderDatum.h Gui/ViewProviderDatumCS.cpp Gui/ViewProviderDatumCS.h Gui/ViewProviderDatumLine.cpp Gui/ViewProviderDatumLine.h Gui/ViewProviderDatumPlane.cpp Gui/ViewProviderDatumPlane.h Gui/ViewProviderDatumPoint.cpp Gui/ViewProviderDatumPoint.h Gui/ViewProviderDraft.cpp Gui/ViewProviderDraft.h Gui/ViewProviderDressUp.cpp Gui/ViewProviderDressUp.h Gui/ViewProviderExtrude.cpp Gui/ViewProviderExtrude.h Gui/ViewProviderFillet.cpp Gui/ViewProviderFillet.h Gui/ViewProviderGroove.cpp Gui/ViewProviderGroove.h Gui/ViewProviderHelix.cpp Gui/ViewProviderHelix.h Gui/ViewProviderHole.cpp Gui/ViewProviderHole.h Gui/ViewProviderLinearPattern.cpp Gui/ViewProviderLinearPattern.h Gui/ViewProviderLoft.cpp Gui/ViewProviderLoft.h Gui/ViewProviderMainPart.cpp Gui/ViewProviderMainPart.h Gui/ViewProviderMirrored.cpp Gui/ViewProviderMirrored.h Gui/ViewProviderMultiTransform.cpp Gui/ViewProviderMultiTransform.h Gui/ViewProviderPad.cpp Gui/ViewProviderPad.h Gui/ViewProviderPipe.cpp Gui/ViewProviderPipe.h Gui/ViewProviderPocket.cpp Gui/ViewProviderPocket.h Gui/ViewProviderPolarPattern.cpp Gui/ViewProviderPolarPattern.h Gui/ViewProviderPrimitive.cpp Gui/ViewProviderPrimitive.h Gui/ViewProviderPyImp.cpp Gui/ViewProviderRevolution.cpp Gui/ViewProviderRevolution.h Gui/ViewProviderScaled.cpp Gui/ViewProviderScaled.h Gui/ViewProviderShapeBinder.cpp Gui/ViewProviderShapeBinder.h Gui/ViewProviderSketchBased.cpp Gui/ViewProviderSketchBased.h Gui/ViewProviderThickness.cpp Gui/ViewProviderThickness.h Gui/ViewProviderTransformed.cpp Gui/ViewProviderTransformed.h Gui/Workbench.cpp Gui/Workbench.h Gui/WorkflowManager.cpp Gui/WorkflowManager.h Init.py InitGui.py InvoluteGearFeature.py PartDesignGlobal.h PartDesignTests/TestActiveObject.py PartDesignTests/TestBoolean.py PartDesignTests/TestChamfer.py PartDesignTests/TestDatum.py PartDesignTests/TestDraft.py PartDesignTests/TestFillet.py PartDesignTests/TestHelix.py PartDesignTests/TestHole.py PartDesignTests/TestInvoluteGear.py PartDesignTests/TestLinearPattern.py PartDesignTests/TestLoft.py PartDesignTests/TestMaterial.py PartDesignTests/TestMirrored.py PartDesignTests/TestMultiTransform.py PartDesignTests/TestPad.py PartDesignTests/TestPipe.py PartDesignTests/TestPocket.py PartDesignTests/TestPolarPattern.py PartDesignTests/TestPrimitive.py PartDesignTests/TestRevolve.py PartDesignTests/TestShapeBinder.py PartDesignTests/TestSketch.py PartDesignTests/TestThickness.py PartDesignTests/__init__.py Scripts/DistanceBolt.py Scripts/Epitrochoid.py Scripts/FilletArc.py Scripts/Gear.py Scripts/Parallelepiped.py Scripts/RadialCopy.py Scripts/Spring.py Scripts/__init__.py SprocketFeature.py TestPartDesignApp.py TestPartDesignGui.py WizardShaft/SegmentFunction.py WizardShaft/Shaft.py WizardShaft/ShaftDiagram.py WizardShaft/ShaftFeature.py WizardShaft/WizardShaft.py WizardShaft/WizardShaftTable.py WizardShaft/__init__.py __init__.py fcgear/__init__.py fcgear/fcgear.py fcgear/involute.py fcgear/svggear.py fcsprocket/__init__.py fcsprocket/fcsprocket.py fcsprocket/fcsprocketdialog.py fcsprocket/sprocket.py
3237a21580	2026-02-09	Captain	feature	gizmo	0	0	open	96	adapted 4394ef2827	PartDesign: add interactive gizmos for box, cylinder and sphere operations (#23700)	Gui/TaskPrimitiveParameters.cpp Gui/TaskPrimitiveParameters.h
9e042ff480	2026-02-09	Chris Hennes	feature		0	0	open	22		PD: Improve error handling for RevolMethod::ToFirst	App/FeatureGroove.cpp App/FeatureRevolution.cpp Gui/TaskRevolutionParameters.cpp
f991407900	2026-02-15	Chris Hennes	?		0	0	open	1		PD: Return inversion status by reference (#27435)	App/FeatureExtrude.cpp
ca9e1ecdf3	2026-02-22		noise	gizmo	0	0	open	632	n/a (pragma once)	All: Header Guards  Pragma Once (#27154)	src/Gui/Inventor/Draggers/Gizmo.h src/Gui/Inventor/Draggers/GizmoStyleParameters.h src/Gui/Inventor/Draggers/SoLinearDragger.h src/Gui/Inventor/Draggers/SoLinearDraggerGeometry.h src/Gui/Inventor/Draggers/SoPlanarDragger.h src/Gui/Inventor/Draggers/SoRotationDragger.h src/Gui/Inventor/Draggers/SoRotationDraggerGeometry.h src/Gui/Inventor/Draggers/SoTransformDragger.h App/Body.h App/DatumCS.h App/DatumLine.h App/DatumPlane.h App/DatumPoint.h App/Feature.h App/FeatureAddSub.h App/FeatureBase.h App/FeatureBoolean.h App/FeatureChamfer.h App/FeatureDraft.h App/FeatureDressUp.h App/FeatureExtrude.h App/FeatureFillet.h App/FeatureGroove.h App/FeatureHelix.h App/FeatureHole.h App/FeatureLinearPattern.h App/FeatureLoft.h App/FeatureMirrored.h App/FeatureMultiTransform.h App/FeaturePad.h App/FeaturePipe.h App/FeaturePocket.h App/FeaturePolarPattern.h App/FeaturePrimitive.h App/FeatureRefine.h App/FeatureRevolution.h App/FeatureScaled.h App/FeatureSketchBased.h App/FeatureSolid.h App/FeatureThickness.h App/FeatureTransformed.h App/Measure.h App/PreCompiled.h App/ShapeBinder.h Gui/DlgActiveBody.h Gui/EnumFlags.h Gui/PreCompiled.h Gui/ReferenceSelection.h Gui/SketchWorkflow.h Gui/StyleParameters.h Gui/TaskBooleanParameters.h Gui/TaskChamferParameters.h Gui/TaskDatumParameters.h Gui/TaskDraftParameters.h Gui/TaskDressUpParameters.h Gui/TaskExtrudeParameters.h Gui/TaskFeatureParameters.h Gui/TaskFeaturePick.h Gui/TaskFilletParameters.h Gui/TaskHelixParameters.h Gui/TaskHoleParameters.h Gui/TaskLoftParameters.h Gui/TaskMirroredParameters.h Gui/TaskMultiTransformParameters.h Gui/TaskPadParameters.h Gui/TaskPatternParameters.h Gui/TaskPipeParameters.h Gui/TaskPocketParameters.h Gui/TaskPrimitiveParameters.h Gui/TaskRevolutionParameters.h Gui/TaskScaledParameters.h Gui/TaskShapeBinder.h Gui/TaskSketchBasedParameters.h Gui/TaskThicknessParameters.h Gui/TaskTransformedMessages.h Gui/TaskTransformedParameters.h Gui/Utils.h Gui/ViewProvider.h Gui/ViewProviderBase.h Gui/ViewProviderBody.h Gui/ViewProviderBoolean.h Gui/ViewProviderChamfer.h Gui/ViewProviderDatum.h Gui/ViewProviderDatumCS.h Gui/ViewProviderDatumLine.h Gui/ViewProviderDatumPlane.h Gui/ViewProviderDatumPoint.h Gui/ViewProviderDraft.h Gui/ViewProviderDressUp.h Gui/ViewProviderExtrude.h Gui/ViewProviderFillet.h Gui/ViewProviderGroove.h Gui/ViewProviderHelix.h Gui/ViewProviderHole.h Gui/ViewProviderLinearPattern.h Gui/ViewProviderLoft.h Gui/ViewProviderMainPart.h Gui/ViewProviderMirrored.h Gui/ViewProviderMultiTransform.h Gui/ViewProviderPad.h Gui/ViewProviderPipe.h Gui/ViewProviderPocket.h Gui/ViewProviderPolarPattern.h Gui/ViewProviderPrimitive.h Gui/ViewProviderRevolution.h Gui/ViewProviderScaled.h Gui/ViewProviderShapeBinder.h Gui/ViewProviderSketchBased.h Gui/ViewProviderThickness.h Gui/ViewProviderTransformed.h Gui/Workbench.h Gui/WorkflowManager.h PartDesignGlobal.h
f238a5f4e5	2026-02-21	captain0xff	fix	gizmo	0	1	have(rev)	13	have	CAM: fix the transform tool	src/Gui/Inventor/Draggers/SoTransformDragger.cpp
194ec0820c	2026-02-23	PaddleStroke	?		0	0	open	17		PartDesign: UpToFace to plane in LCS (#27637)	Gui/TaskSketchBasedParameters.cpp
6d9201c828	2026-02-24	Ladislav Michl	fix		0	0	open	4	n/a (Upstream Qt5 build fix)	PD: Avoid QString to std::string back and forth conversion	Gui/TaskSketchBasedParameters.cpp
1ed0e153dc	2026-02-28	Ladislav Michl	refactor		0	0	open	9		PD: Remove unused parameter from getTopoShapeVerifiedFace	App/FeatureSketchBased.cpp App/FeatureSketchBased.h
1e982cae1f	2026-02-28	Ladislav Michl	refactor		0	0	open	11		PD: Remove unused remapSupportShape	App/FeatureSketchBased.cpp App/FeatureSketchBased.h
bbd1266398	2026-03-04	PaddleStroke	fix		0	0	open	23	n/a (Fork applies draw style during traversal via selectionRoot->overrideMode)	PartDesign: Fix wireframe not working on external link to body	Gui/ViewProviderBody.cpp
d214306d1b	2026-03-03	Bojan	fix		0	0	open	7	adapted 26a41e2c02 (no SignalException)	PartDesign/Part: prevent chamfer crash on OCC kernel failure	App/FeatureChamfer.cpp
f4665aa7b5	2026-02-01	theo-vt	feature		0	0	open	323		Core: support multiple active transactions	Gui/Command.cpp Gui/CommandBody.cpp Gui/CommandPrimitive.cpp Gui/DlgActiveBody.cpp Gui/SketchWorkflow.cpp Gui/TaskBooleanParameters.cpp Gui/TaskBooleanParameters.h Gui/TaskDressUpParameters.cpp Gui/TaskDressUpParameters.h Gui/TaskFeatureParameters.cpp Gui/TaskFeatureParameters.h Gui/TaskFeaturePick.cpp Gui/TaskFeaturePick.h Gui/TaskMultiTransformParameters.cpp Gui/TaskPipeParameters.cpp Gui/TaskPrimitiveParameters.cpp Gui/TaskShapeBinder.cpp Gui/TaskShapeBinder.h Gui/TaskTransformedParameters.cpp Gui/TaskTransformedParameters.h Gui/ViewProvider.cpp Gui/ViewProviderBase.cpp Gui/ViewProviderBoolean.cpp Gui/ViewProviderDatum.cpp Gui/ViewProviderPrimitive.cpp Gui/ViewProviderShapeBinder.cpp
4ba5504e7a	2026-02-18	theo-vt	fix		0	0	open	40	n/a (Upstream merge artifact)	Remove dupplicate clone code causing crash	Gui/Command.cpp
5c6bf5461d	2026-02-25	theo-vt	?		0	0	open	79		Remove most activate-deactivate	Gui/TaskBooleanParameters.cpp Gui/TaskBooleanParameters.h Gui/TaskDressUpParameters.cpp Gui/TaskDressUpParameters.h Gui/TaskFeatureParameters.cpp Gui/TaskFeatureParameters.h Gui/TaskFeaturePick.cpp Gui/TaskFeaturePick.h Gui/TaskShapeBinder.cpp Gui/TaskShapeBinder.h Gui/TaskTransformedParameters.cpp Gui/TaskTransformedParameters.h
51ac15b375	2026-03-10	theo-vt	feature		0	0	open	5		Allow one clipping plane dock widget per document	Gui/ViewProvider.cpp
c8efc26982	2026-03-16	Alfredo Monclus	fix		0	0	open	13	taken 0cba4f982a	PartDesign: fix the range of the custom clearance of threads (#26296)	App/FeatureHole.cpp Gui/TaskHoleParameters.cpp
180c39709a	2026-03-16	Alfredo Monclus	?		0	0	open	1292		PartDesign: thread texture (#22573)	App/FeatureHole.cpp App/FeatureHole.h Gui/Resources/PartDesign.qrc Gui/Resources/images/ThreadOverlay.png Gui/Resources/images/ThreadOverlay.svg Gui/TaskHoleParameters.cpp Gui/TaskHoleParameters.h Gui/TaskHoleParameters.ui Gui/ViewProvider.h Gui/ViewProviderBody.cpp Gui/ViewProviderBody.h Gui/ViewProviderHole.cpp Gui/ViewProviderHole.h
49d7d77274	2026-03-16	Chris Hennes	feature		0	0	open	14		PD: Add migration to handle reversed TwoLengths prism	App/FeatureExtrude.cpp
80dc19d0c0	2026-03-20	Alfredo Monclus	fix		0	0	open	12	deferred (Upstream thread texture (180c39709a))	Merge pull request #28461 from alfrix/fix_no_sketch	Gui/ViewProviderHole.cpp
5ea732ef3c	2026-03-20	theo-vt	fix		0	0	open	1	have (Fork's accept never aborted the transaction)	Merge pull request #28462 from theo-vt/fix_filet_regression	Gui/TaskFeatureParameters.cpp
7f23eb95fa	2026-03-20	marioalexis	?		1	0	open	1		Gui: Declare App::DocumentObject* as Qt meta type	Gui/DlgActiveBody.cpp
089d344343	2026-03-22	Leandro Heck	feature		0	0	open	46		PD: Show the tip when unhiding a body with no visible features (#24887)	Gui/ViewProviderBody.cpp Gui/ViewProviderBody.h
df62e41ee5	2026-03-24	Parag Debnath	?		0	0	open	27		Merge pull request #28369 from paragforwork/arrow-focus-chamfer	Gui/TaskDressUpParameters.cpp Gui/TaskDressUpParameters.h
f7c03bb929	2026-03-27	Gaurang-2005	feature		0	0	open	38		PartDesign: Enable multi-selection in Additive/Subtractive Pipe edges list (#27962)	Gui/TaskPipeParameters.cpp
bdea174d13	2026-03-27	Chris Hennes	?		0	0	open	49		PD: When swapping length values, also swap expressions	App/FeatureExtrude.cpp tests/src/Mod/PartDesign/App/BackwardCompatibility.cpp tests/src/Mod/PartDesign/App/CMakeLists.txt tests/src/Mod/PartDesign/App/TestModels/TwoLengthsPadWithExpression.FCStd
d619da8011	2026-03-29	Chris Hennes	?		0	0	open	12		Part/PD: Error handling for failed preview generation	App/FeatureBoolean.cpp
27eff43148	2026-02-01	Ladislav Michl	?		0	0	open	56		PD: Drop {Groove,Revolution}::methodFromString	App/FeatureGroove.cpp App/FeatureGroove.h App/FeatureRevolution.cpp App/FeatureRevolution.h
0e6494c35f	2025-02-17	wmayer	refactor		0	0	open	1553		PD: Move common code of Revolution and Groove to base class	App/AppPartDesign.cpp App/CMakeLists.txt App/FeatureGroove.cpp App/FeatureGroove.h App/FeatureRevolution.cpp App/FeatureRevolution.h App/FeatureRevolved.cpp App/FeatureRevolved.h
f8701f3b5c	2025-02-17	wmayer	refactor		0	0	open	367		PD: Clean-up revolution & groove code	App/FeatureRevolved.cpp App/FeatureRevolved.h Gui/TaskRevolutionParameters.cpp
80664a0d30	2026-02-15	wwmayer	feature		0	0	open	95		PD: Improve revolution / groove feature	App/FeatureRevolved.cpp App/FeatureRevolved.h App/FeatureSketchBased.cpp App/FeatureSketchBased.h Gui/TaskRevolutionParameters.cpp
ceffe367dc	2026-03-24	Ladislav Michl	?		0	0	open	3		PD: Limit RevolMethod::ToLast operation to Revolution	App/FeatureRevolved.cpp
e4b2aa2d9c	2026-03-30	pre-commit-ci[bot]	noise		0	0	open	87		[pre-commit.ci] auto fixes from pre-commit.com hooks	App/FeatureDraft.cpp App/FeatureLinearPattern.cpp App/FeatureSketchBased.cpp Gui/CommandBody.cpp Gui/TaskMultiTransformParameters.cpp Gui/TaskPipeParameters.cpp PartDesignTests/TestHelix.py Scripts/FilletArc.py Scripts/RadialCopy.py WizardShaft/SegmentFunction.py WizardShaft/ShaftDiagram.py WizardShaft/WizardShaftTable.py
d9e85d198a	2026-03-30	Bojan	fix		0	0	open	3	n/a (Fork's pipe panels have no buttonRefRemove)	PartDesign: Fix Remove edge button not working in Pipe task panels	Gui/TaskPipeParameters.cpp
3758c20779	2026-03-16	Slendi	feature	gizmo	0	0	open	108	taken 984e714b32 (file take, prefs spliced)	Part/Gui: Add configurable gizmo coarse snap and fine modifier	src/Gui/Inventor/Draggers/Gizmo.cpp
5b50f228c7	2026-03-05	chris jones @ipatch	fix		0	0	open	2	declined (UX preference (modal input error box -> report view))	pd: part design: fixes #28015 mv popup box to report view error with notification	Gui/TaskFeatureParameters.cpp
d299a787aa	2026-04-04	Ladislav Michl	refactor	gizmo	0	0	open	14	taken 984e714b32 (file take)	Gui: Simplify typecasting to get gizmo key modifier	src/Gui/Inventor/Draggers/Gizmo.cpp
f8d907105d	2026-04-04	Joao Matos	?		0	0	open	26		PartDesign: only import WizardShaft when the module is available	InitGui.py
3d058332b7	2026-04-07	Joao Matos	?		0	0	open	4		PartDesign: remove dead HoleGui fallback	InitGui.py
e07d1b074b	2026-04-11	Bojan	fix		0	0	open	85	deferred (Needs upstream a346c266e7 migration)	PartDesign: fix Length/Length2 expression migration for TwoLengths pads	App/FeatureExtrude.cpp tests/src/Mod/PartDesign/App/BackwardCompatibility.cpp tests/src/Mod/PartDesign/App/CMakeLists.txt tests/src/Mod/PartDesign/App/TestModels/TwoLengthsPadCrossObjectRef.FCStd tests/src/Mod/PartDesign/App/TestModels/TwoLengthsPadCyclicExpr.FCStd
3642895006	2026-04-12	Bojan	fix		0	0	open	4	n/a (Fork's onTypeChanged does not touch selection mode)	PartDesign: fix Chamfer tool not starting in selection mode	Gui/TaskChamferParameters.cpp
f4be654473	2026-04-21	Chris	feature		0	0	open	375		PartDesign: Add strikethrough strike in tree view for suppressed items / features (#27808)	CMakeLists.txt PartDesignTests/TestSuppressed.py PartDesignTests/__init__.py TestPartDesignApp.py TestPartDesignGui.py
3082039b3a	2026-04-13	Nemanja Pejic	fix		0	0	open	12	deferred (SubShapeBinder drop cursor mismatch)	Fix SubShapeBinder drag cursor showing wrong icon	Gui/ViewProviderShapeBinder.h
b43cb81c0a	2026-04-10	Max Wilfinger	feature		0	0	open	90		PD: Open attachment dialog on new sketch	Gui/SketchWorkflow.cpp
be68980775	2026-04-10	Max Wilfinger	feature		0	0	open	10		PD: Change test for new sketch behavior	TestPartDesignGui.py
638f86a10f	2026-02-06	Ladislav Michl	?		0	0	open	12		PartDesign: Use Base::Sequencer to abort operations	App/FeatureTransformed.cpp
ea6d66bfa0	2026-04-28	Parag Debnath	?		0	0	open	32		PartDesign: suppressing a feature now doesn't recmpute the whole object (#29219)	App/Feature.cpp
b2c51665a2	2026-04-29	Rehan Ahmed	refactor		0	0	open	10		Convert Qt Dialog titles to title case	Gui/Command.cpp Gui/TaskBooleanParameters.cpp Gui/TaskPipeParameters.cpp Gui/TaskShapeBinder.cpp
7e33da0fa0	2026-04-28	Florian Foinant-Willig	fix		0	0	open	18	deferred (Needs upstream's UpToShape extrude)	PartDesign: fix UpToShape extrude	App/FeatureSketchBased.cpp App/FeatureSketchBased.h
357babf9f0	2026-05-04	Nemanja Pejic	fix		0	0	open	44	adapted 49e25a65b2 (Gui part; App part have)	Fix/helix multiple solids error message (#29339)	App/FeatureHelix.cpp Gui/TaskHelixParameters.cpp
08cacbbc27	2026-05-05	luzpaz	noise		0	0	open	4		Fix a variety of typos throughout the codebase (#29759)	Gui/TaskDressUpParameters.cpp Gui/TaskTransformedParameters.cpp
6fa9125919	2026-05-08	PaddleStroke	feature		0	0	open	327		PartDesign: pattern tool: Add OVP to control the overrides. (#23997)	App/FeatureLinearPattern.h App/FeaturePolarPattern.cpp App/FeaturePolarPattern.h Gui/TaskPatternParameters.cpp Gui/TaskPatternParameters.h Gui/TaskTransformedParameters.h Gui/ViewProviderTransformed.cpp Gui/ViewProviderTransformed.h
6df51cefd7	2026-05-09	Max Wilfinger	feature	gizmo	0	0	open	156	adapted a56e0777da	PD: Add input hints for fine/coarse draggers (#29631)	src/Gui/Inventor/Draggers/Gizmo.cpp src/Gui/Inventor/Draggers/Gizmo.h Gui/TaskChamferParameters.cpp Gui/TaskDraftParameters.cpp Gui/TaskExtrudeParameters.cpp Gui/TaskFeatureParameters.cpp Gui/TaskFeatureParameters.h Gui/TaskFilletParameters.cpp Gui/TaskHelixParameters.cpp Gui/TaskHoleParameters.cpp Gui/TaskPrimitiveParameters.cpp Gui/TaskRevolutionParameters.cpp Gui/TaskThicknessParameters.cpp
bd03414893	2026-05-09	Max Wilfinger	?		0	0	open	22		PD: Spacebar to toggle visibility of the parent body instead of the last visible feature (#29110)	Gui/ViewProvider.cpp Gui/ViewProvider.h
c7a954f954	2026-05-10	Nemanja Pejic	fix		0	0	open	10	n/a (Fork's onSelectReference returns when !vp)	PartDesign: fix crash when changing Pad type to Up To Face	Gui/TaskSketchBasedParameters.cpp
0b439270ab	2026-05-09	Celeste Wouters	refactor		0	0	open	7		Migrate Base::Type type name funcs to std::string_view	App/FeatureChamfer.cpp App/FeatureFillet.cpp Gui/SketchWorkflow.cpp
b6e53050a4	2026-05-11	ilya	?		0	0	open	2		PartDesign: use FaceMakerBuildFace for SubShapeBinder face building (#29249)	App/ShapeBinder.cpp
30912c1d4e	2026-05-05	Louis Gombert	?		0	0	open	4		Remove gtest as submodule, always find it externally	tests/src/Mod/PartDesign/CMakeLists.txt
10256c109c	2026-05-07	Pieter Hijma	?		0	0	open	2		PartDesign: Make common between OCCT 7 and OCCT 8	App/FeatureTransformed.cpp
4f3a74835e	2026-05-14	drwho495	fix		0	0	open	315	have (Upstream restoring the fork's TNP-aware Pipe)	Merge pull request #23265 from drwho495/fix-subtractive-pipe	App/FeaturePipe.cpp App/FeaturePipe.h
